latitude,longitude,city,iyear,attacktype1_txt,nkill
11.840929,13.141459,Maiduguri,2012,Facility/Infrastructure Attack,0.0
11.840929,13.141459,Maiduguri,2012,Facility/Infrastructure Attack,1.0
11.840929,13.141459,Maiduguri,2012,Facility/Infrastructure Attack,4.0
10.637109,10.08073,Not Specified,2012,Bombing/Explosion,0.0
11.840929,13.141459,Maiduguri,2012,Armed Assault,7.0
11.74464,11.970257,Damaturu,2012,Bombing/Explosion,0.0
11.74464,11.970257,Damaturu,2012,Facility/Infrastructure Attack,3.0
11.74464,11.970257,Damaturu,2012,Facility/Infrastructure Attack,3.0
11.74464,11.970257,Damaturu,2012,Facility/Infrastructure Attack,3.0
11.74464,11.970257,Damaturu,2012,Facility/Infrastructure Attack,2.0
11.74464,11.970257,Damaturu,2012,Facility/Infrastructure Attack,2.0
11.74464,11.970257,Damaturu,2012,Facility/Infrastructure Attack,2.0
11.74464,11.970257,Damaturu,2012,Facility/Infrastructure Attack,0.0
10.637109,10.08073,Not Specified,2012,Armed Assault,3.0
11.389192,10.389025,Zango,2012,Armed Assault,6.0
11.974328,8.50026,Kano,2012,Armed Assault,4.0
11.674167,10.191111,Azare,2012,Assassination,1.0
11.526846,13.69271,Bama,2012,Assassination,1.0
11.840929,13.141459,Maiduguri,2012,Hostage Taking (Barricade Incident),1.0
10.30982,9.845172,Bauchi,2012,Bombing/Explosion,3.0
10.30982,9.845172,Bauchi,2012,Hostage Taking (Kidnapping),1.0
11.674167,10.191111,Azare,2012,Armed Assault,2.0
6.54381,5.898714,Not Specified,2012,Armed Assault,1.0
9.607762,6.553394,Minna,2012,Armed Assault,2.0
11.08192,7.715956,Zaria,2012,Bombing/Explosion,2.0
5.532462,5.898714,Not Specified,2012,Hostage Taking (Kidnapping),1.0
11.840929,13.141459,Maiduguri,2012,Bombing/Explosion,1.0
11.840929,13.141459,Maiduguri,2012,Bombing/Explosion,0.0
9.933333,8.883333,Jos,2012,Bombing/Explosion,0.0
11.840929,13.141459,Maiduguri,2012,Bombing/Explosion,0.0
10.266667,13.266667,Mubi,2012,Armed Assault,25.0
10.51164,7.425968,Sabon-Gari,2012,Bombing/Explosion,0.0
8.9,11.366667,Dorowa,2012,Bombing/Explosion,1.0
8.9,11.366667,Jalingo,2012,Bombing/Explosion,0.0
11.840929,13.141459,Maiduguri,2012,Bombing/Explosion,0.0
11.974328,8.50026,Kano,2012,Armed Assault,2.0
11.974328,8.50026,Kano,2012,Armed Assault,2.0
11.840929,13.141459,Maiduguri,2012,Bombing/Explosion,0.0
11.840929,13.141459,Maiduguri,2012,Armed Assault,1.0
11.840929,13.141459,Maiduguri,2012,Bombing/Explosion,0.0
9.602961,6.558239,Tunga,2012,Bombing/Explosion,0.0
11.840929,13.141459,Maiduguri,2012,Bombing/Explosion,10.0
10.266667,13.266667,Mubi,2012,Bombing/Explosion,20.0
10.309264,9.845023,Zango,2012,Bombing/Explosion,0.0
10.308963,9.844912,Bauchi,2012,Bombing/Explosion,0.0
11.704399,11.088539,Potiskum,2012,Bombing/Explosion,0.0
11.704399,11.088539,Potiskum,2012,Bombing/Explosion,0.0
11.704399,11.088539,Potiskum,2012,Bombing/Explosion,0.0
11.840929,13.141459,Maiduguri,2012,Armed Assault,1.0
11.089722,13.688376,Atagara,2012,Facility/Infrastructure Attack,2.0
11.704399,11.088539,Potiskum,2012,Armed Assault,2.0
11.840929,13.141459,Hausari,2012,Bombing/Explosion,2.0
11.704399,11.088539,Potiskum,2012,Armed Assault,7.0
11.704399,11.088539,Potiskum,2012,Bombing/Explosion,11.0
11.840929,13.141459,Maiduguri,2012,Facility/Infrastructure Attack,0.0
11.704399,11.088539,Potiskum,2012,Unknown,12.0
4.925976,6.259329,Yenagoa,2012,Hostage Taking (Kidnapping),0.0
11.704399,11.088539,Potiskum,2012,Bombing/Explosion,0.0
11.704399,11.088539,Potiskum,2012,Bombing/Explosion,0.0
9.534481,8.898872,Heipang,2012,Armed Assault,1.0
10.286653,11.163861,Gombe,2012,Bombing/Explosion,0.0
11.704399,11.088539,Potiskum,2012,Armed Assault,4.0
11.704399,11.088539,Potiskum,2012,Facility/Infrastructure Attack,0.0
11.704399,11.088539,Potiskum,2012,Unknown,0.0
11.704399,11.088539,Potiskum,2012,Armed Assault,4.0
11.704399,11.088539,Potiskum,2012,Armed Assault,2.0
11.840929,13.141459,Maiduguri,2012,Armed Assault,1.0
11.840929,13.141459,Maiduguri,2012,Armed Assault,1.0
10.30982,9.845172,Bauchi,2012,Bombing/Explosion,0.0
11.704399,11.088539,Potiskum,2012,Facility/Infrastructure Attack,0.0
11.704399,11.088539,Potiskum,2012,Facility/Infrastructure Attack,0.0
11.704399,11.088539,Potiskum,2012,Facility/Infrastructure Attack,0.0
11.704399,11.088539,Potiskum,2012,Facility/Infrastructure Attack,0.0
11.704399,11.088539,Potiskum,2012,Facility/Infrastructure Attack,0.0
11.704399,11.088539,Potiskum,2012,Facility/Infrastructure Attack,0.0
11.704399,11.088539,Potiskum,2012,Facility/Infrastructure Attack,0.0
11.704399,11.088539,Potiskum,2012,Facility/Infrastructure Attack,0.0
11.704399,11.088539,Potiskum,2012,Facility/Infrastructure Attack,0.0
11.704399,11.088539,Potiskum,2012,Facility/Infrastructure Attack,0.0
10.516667,7.433333,Malali,2012,Bombing/Explosion,3.0
10.283333,9.783333,Yelwa,2012,Bombing/Explosion,0.0
9.534481,8.898872,Gashish,2012,Armed Assault,4.0
6.175492,7.012213,Enugwu Ukwu,2012,Hostage Taking (Kidnapping),0.0
10.869664,12.848608,Chibuk,2012,Bombing/Explosion,0.0
10.869664,12.848608,Chibuk,2012,Facility/Infrastructure Attack,0.0
10.869664,12.848608,Chibuk,2012,Facility/Infrastructure Attack,0.0
10.869664,12.848608,Chibuk,2012,Facility/Infrastructure Attack,0.0
11.840929,13.141459,Maiduguri,2012,Armed Assault,3.0
9.636568,8.761115,Riyom,2012,Armed Assault,4.0
11.840929,13.141459,Maiduguri,2012,Assassination,2.0
11.287643,11.307799,Fika,2012,Armed Assault,2.0
11.287643,11.307799,Fika,2012,Bombing/Explosion,0.0
11.287643,11.307799,Fika,2012,Bombing/Explosion,0.0
11.287643,11.307799,Fika,2012,Bombing/Explosion,0.0
11.840929,13.141459,Maiduguri,2012,Bombing/Explosion,0.0
10.266667,13.266667,Mubi,2012,Bombing/Explosion,2.0
9.534478,8.898872,Kachin,2012,Assassination,5.0
11.247069,12.01246,Buni Yadi,2012,Armed Assault,3.0
11.247069,12.01246,Buni Yadi,2012,Facility/Infrastructure Attack,0.0
11.247069,12.01246,Buni Yadi,2012,Facility/Infrastructure Attack,0.0
11.247069,12.01246,Buni Yadi,2012,Facility/Infrastructure Attack,0.0
11.247069,12.01246,Buni Yadi,2012,Facility/Infrastructure Attack,0.0
11.853127,9.971212,Itas,2012,Armed Assault,1.0
11.840929,13.141459,Maiduguri,2012,Assassination,1.0
11.840929,13.141459,Maiduguri,2012,Assassination,1.0
11.840929,13.141459,Maiduguri,2012,Assassination,1.0
11.974328,8.50026,Kano,2012,Assassination,1.0
11.840929,13.141459,Maiduguri,2012,Armed Assault,1.0
11.840929,13.141459,Maiduguri,2012,Armed Assault,3.0
11.840929,13.141459,Maiduguri,2012,Assassination,1.0
10.816635,7.566661,Jaji,2012,Bombing/Explosion,16.0
10.816635,7.566661,Jaji,2012,Bombing/Explosion,16.0
12.359468,14.210929,Gamboru Ngala,2012,Bombing/Explosion,2.0
9.066666,7.483328,Abuja,2012,Armed Assault,2.0
9.534525,8.898976,Barakin Ladi,2012,Armed Assault,10.0
12.282902,14.472273,Rann,2012,Bombing/Explosion,5.0
12.282902,14.472273,Rann,2012,Facility/Infrastructure Attack,0.0
12.282902,14.472273,Rann,2012,Facility/Infrastructure Attack,0.0
12.282902,14.472273,Rann,2012,Facility/Infrastructure Attack,0.0
12.282902,14.472273,Rann,2012,Facility/Infrastructure Attack,0.0
12.359468,14.210929,Gamboru Ngala,2012,Facility/Infrastructure Attack,0.0
12.359468,14.210929,Gamboru Ngala,2012,Facility/Infrastructure Attack,0.0
12.359468,14.210929,Gamboru Ngala,2012,Facility/Infrastructure Attack,0.0
12.359468,14.210929,Gamboru Ngala,2012,Facility/Infrastructure Attack,0.0
12.359468,14.210929,Gamboru Ngala,2012,Facility/Infrastructure Attack,0.0
12.359468,14.210929,Gamboru Ngala,2012,Facility/Infrastructure Attack,0.0
10.86583,12.84702,Chibok,2012,Armed Assault,10.0
12.346257,14.184689,Ngala,2012,Facility/Infrastructure Attack,0.0
12.346257,14.184689,Ngala,2012,Facility/Infrastructure Attack,0.0
11.974328,8.50026,Kano,2012,Bombing/Explosion,0.0
11.974328,8.50026,Kano,2012,Bombing/Explosion,0.0
11.974328,8.50026,Kano,2012,Bombing/Explosion,0.0
11.974328,8.50026,Kano,2012,Armed Assault,2.0
11.974328,8.50026,Kano,2012,Bombing/Explosion,0.0
11.62572,13.026333,Dalwa,2012,Armed Assault,2.0
11.704399,11.088539,Potiskum,2012,Bombing/Explosion,7.0
11.704399,11.088539,Potiskum,2012,Facility/Infrastructure Attack,0.0
11.704399,11.088539,Potiskum,2012,Bombing/Explosion,7.0
6.485694,7.486828,Trans-Ekulu,2012,Assassination,1.0
11.704399,11.088539,Potiskum,2012,Bombing/Explosion,0.0
11.704399,11.088539,Potiskum,2012,Bombing/Explosion,0.0
5.5,5.983333,Ughelli,2012,Hostage Taking (Kidnapping),1.0
5.576572,5.824996,Okuokoko,2012,Hostage Taking (Kidnapping),0.0
10.886003,13.630308,Madagali,2012,Facility/Infrastructure Attack,0.0
12.784464,6.784202,Rukudawa,2012,Armed Assault,10.0
11.974328,8.50026,Hotoro,2012,Assassination,1.0
11.840929,13.141459,Pompomari,2012,Assassination,4.0
12.84465,7.709361,Rimi,2012,Hostage Taking (Kidnapping),2.0
11.974328,8.50026,Kano,2012,Bombing/Explosion,1.0
11.974328,8.50026,Kano,2012,Bombing/Explosion,1.0
12.26734,8.899746,Badawa,2012,Bombing/Explosion,0.0
11.70896,11.06997,Peri,2012,Armed Assault,6.0
11.840929,13.141459,Maiduguri,2012,Armed Assault,6.0
11.974328,8.50026,Kano,2012,Armed Assault,1.0
11.840929,13.141459,Maiduguri,2012,Armed Assault,3.0
11.833333,13.15,Musari,2012,Armed Assault,15.0
9.988127,13.21649,Maiha,2012,Armed Assault,1.0
9.988127,13.21649,Maiha,2012,Armed Assault,0.0
9.988127,13.21649,Maiha,2012,Armed Assault,0.0
9.988127,13.21649,Maiha,2012,Armed Assault,0.0
9.988127,13.21649,Maiha,2012,Armed Assault,1.0
10.869664,12.848608,Kiyak,2012,Armed Assault,15.0
10.286653,11.163861,Gombe,2012,Hostage Taking (Kidnapping),0.0
5.789432,6.102347,Abraka,2013,Hostage Taking (Kidnapping),3.0
11.840929,13.141459,Maiduguri,2013,Bombing/Explosion,14.0
12.366269,13.828872,Marte,2013,Armed Assault,7.0
9.824977,12.624779,Song,2013,Armed Assault,4.0
9.824977,12.624779,Song,2013,Facility/Infrastructure Attack,0.0
11.840929,13.141459,Maiduguri,2013,Bombing/Explosion,0.0
4.873372,6.924369,Ozuoba,2013,Hostage Taking (Kidnapping),0.0
11.974328,8.50026,Fagge,2013,Bombing/Explosion,0.0
11.974328,8.50026,Kano,2013,Armed Assault,3.0
9.798384,8.939695,Du,2013,Armed Assault,2.0
10.286653,11.163861,Gombe,2013,Assassination,1.0
5.482718,7.031883,Owerri,2013,Assassination,1.0
6.162401,6.782287,Onitsha,2013,Assassination,1.0
4.439285,6.288156,Ijaw,2013,Hostage Taking (Kidnapping),0.0
11.974328,8.50026,Kano,2013,Armed Assault,2.0
9.580946,8.71163,Fang,2013,Armed Assault,4.0
11.685893,11.619161,Ngelzarma,2013,Bombing/Explosion,1.0
11.974328,8.50026,Kano,2013,Armed Assault,2.0
10.286653,11.163861,Gombe,2013,Assassination,1.0
11.949781,8.616193,Kano,2013,Armed Assault,4.0
10.5765,7.450348,Kaduna,2013,Armed Assault,2.0
11.974328,8.50026,Kano,2013,Assassination,6.0
7.554016,6.237608,Abobo,2013,Bombing/Explosion,2.0
11.832417,13.147487,Bulunkutu,2013,Armed Assault,1.0
5.926697,8.085287,Adadama,2013,Hostage Taking (Kidnapping),11.0
11.151905,12.758704,Damboa,2013,Armed Assault,18.0
12.018817,8.52187,Kano,2013,Bombing/Explosion,0.0
12.019722,8.578611,Dakata,2013,Armed Assault,5.0
6.415954,7.475325,Enugu,2013,Hostage Taking (Kidnapping),0.0
5.544445,6.598523,Ogba district,2013,Hostage Taking (Kidnapping),0.0
11.840929,13.141459,Maiduguri,2013,Facility/Infrastructure Attack,0.0
11.840929,13.141459,Maiduguri,2013,Armed Assault,2.0
11.840929,13.141459,Maiduguri,2013,Armed Assault,2.0
11.840929,13.141459,Maiduguri,2013,Armed Assault,1.0
9.582808,8.291489,Kafanchan,2013,Bombing/Explosion,0.0
7.391067,3.909545,Ibadan,2013,Assassination,1.0
12.122579,12.809265,Gajigana,2013,Armed Assault,8.0
11.697542,8.540483,Bunkure,2013,Bombing/Explosion,2.0
5.562447,5.779921,Warri,2013,Hostage Taking (Kidnapping),1.0
10.666301,6.534069,Birnin-Gwari,2013,Armed Assault,3.0
10.666301,6.534069,Birnin-Gwari,2013,Armed Assault,0.0
10.666301,6.534069,Birnin-Gwari,2013,Armed Assault,0.0
10.286653,11.163861,Gombe,2013,Armed Assault,2.0
10.286653,11.163861,Gombe,2013,Armed Assault,2.0
10.12225,9.481139,Dass,2013,Armed Assault,0.0
5.736241,5.935499,Eku,2013,Assassination,1.0
8.455538,8.212538,Rutu,2013,Facility/Infrastructure Attack,5.0
4.538575,7.721453,Okoroete,2013,Hostage Taking (Kidnapping),0.0
9.038341,7.492973,Garki,2013,Bombing/Explosion,0.0
7.461971,8.520492,Iga,2013,Facility/Infrastructure Attack,5.0
12.076061,13.19091,Not Specified,2013,Armed Assault,6.0
5.166667,6.2,Sagbama,2013,Hostage Taking (Kidnapping),3.0
11.974328,8.50026,Kano,2013,Armed Assault,9.0
11.974328,8.50026,Kano,2013,Armed Assault,3.0
11.704399,11.088539,Potiskum,2013,Armed Assault,3.0
11.840929,13.141459,Maiduguri,2013,Hostage Taking (Kidnapping),0.0
11.151905,12.758704,Damboa,2013,Assassination,0.0
11.840929,13.141459,Maiduguri,2013,Armed Assault,3.0
11.840929,13.141459,Maiduguri,2013,Bombing/Explosion,2.0
11.667235,9.930258,Jamaare,2013,Facility/Infrastructure Attack,0.0
11.667235,9.930258,Jamaare,2013,Hostage Taking (Kidnapping),8.0
6.439844,3.418595,Lagos,2013,Bombing/Explosion,1.0
9.933333,8.883333,Jos,2013,Assassination,0.0
11.840929,13.141459,Maiduguri,2013,Bombing/Explosion,3.0
11.840929,13.141459,Maiduguri,2013,Bombing/Explosion,2.0
11.840929,13.141459,Maiduguri,2013,Bombing/Explosion,2.0
10.286653,11.163861,Gombe,2013,Armed Assault,5.0
9.243266,9.738203,Kogom,2013,Armed Assault,10.0
11.840929,13.141459,Maiduguri,2013,Armed Assault,15.0
11.840929,13.141459,Maiduguri,2013,Assassination,1.0
11.840929,13.141459,Maiduguri,2013,Hostage Taking (Kidnapping),0.0
11.707217,11.440206,Ngalda,2013,Armed Assault,6.0
11.974328,8.50026,Kano,2013,Assassination,1.0
12.187141,11.706829,Nganzarma,2013,Armed Assault,7.0
7.986876,10.9807,Tella,2013,Hostage Taking (Kidnapping),2.0
11.840929,13.141459,Maiduguri,2013,Bombing/Explosion,1.0
11.840929,13.141459,Maiduguri,2013,Bombing/Explosion,1.0
11.840929,13.141459,Maiduguri,2013,Bombing/Explosion,1.0
11.840929,13.141459,Maiduguri,2013,Bombing/Explosion,0.0
9.933333,8.883333,Jos,2013,Bombing/Explosion,0.0
6.52045,7.520841,Amorji Nike,2013,Armed Assault,1.0
12.67706,13.6084,Monguno,2013,Armed Assault,20.0
11.083983,13.693092,Gwoza,2013,Armed Assault,5.0
11.083983,13.693092,Gwoza,2013,Armed Assault,4.0
11.840929,13.141459,Maiduguri,2013,Bombing/Explosion,0.0
11.840929,13.141459,Maiduguri,2013,Bombing/Explosion,0.0
11.840929,13.141459,Maiduguri,2013,Bombing/Explosion,0.0
11.840929,13.141459,Maiduguri,2013,Bombing/Explosion,0.0
11.840929,13.141459,Maiduguri,2013,Bombing/Explosion,0.0
11.840929,13.141459,Maiduguri,2013,Bombing/Explosion,0.0
11.840929,13.141459,Maiduguri,2013,Bombing/Explosion,0.0
11.974328,8.50026,Kano,2013,Armed Assault,4.0
11.655408,13.412932,Konduga,2013,Bombing/Explosion,0.0
11.840929,13.141459,Maiduguri,2013,Armed Assault,1.0
12.346257,14.184689,Ngala,2013,Armed Assault,4.0
11.840929,13.141459,Maiduguri,2013,Facility/Infrastructure Attack,0.0
11.840929,13.141459,Maiduguri,2013,Assassination,1.0
11.840929,13.141459,Maiduguri,2013,Assassination,1.0
11.928483,8.514435,Kumbotso,2013,Armed Assault,0.0
11.083983,13.693092,Gwoza,2013,Armed Assault,0.0
11.44891,13.002835,Fadagwai,2013,Armed Assault,2.0
11.974328,8.50026,Kano,2013,Armed Assault,1.0
9.564188,8.913803,Tapo,2013,Armed Assault,4.0
9.113368,9.981494,Kodarko,2013,Armed Assault,2.0
12.023287,8.536534,Kano,2013,Bombing/Explosion,39.0
11.840929,13.141459,Maiduguri,2013,Armed Assault,1.0
11.840929,13.141459,Maiduguri,2013,Armed Assault,1.0
11.840929,13.141459,Maiduguri,2013,Armed Assault,3.0
11.840929,13.141459,Maiduguri,2013,Bombing/Explosion,3.0
9.075908,10.059607,Mavo,2013,Armed Assault,9.0
5.5,5.983333,Ughelli,2013,Bombing/Explosion,0.0
8.437564,12.052417,Ganye,2013,Armed Assault,25.0
11.974328,8.50026,Kano,2013,Bombing/Explosion,2.0
10.611344,12.194896,Biu,2013,Facility/Infrastructure Attack,0.0
10.611344,12.194896,Biu,2013,Facility/Infrastructure Attack,0.0
10.611007,12.194982,Biu,2013,Facility/Infrastructure Attack,0.0
10.897831,11.608189,Bara,2013,Armed Assault,1.0
10.719156,11.69403,Gulani district,2013,Facility/Infrastructure Attack,0.0
10.719156,11.69403,Gulani district,2013,Facility/Infrastructure Attack,0.0
9.699497,8.69894,Da Jak,2013,Armed Assault,6.0
9.699666,8.698926,Attakar,2013,Armed Assault,6.0
9.699666,8.698926,Zadien,2013,Armed Assault,6.0
9.699666,8.698926,Luka,2013,Armed Assault,5.0
9.699666,8.698926,Marid,2013,Armed Assault,5.0
5.176481,6.297538,Odi,2013,Hostage Taking (Kidnapping),0.0
12.892553,11.926003,Geidam,2013,Bombing/Explosion,4.0
11.974328,8.50026,Kano,2013,Bombing/Explosion,0.0
10.106064,11.109513,Kumo,2013,Armed Assault,2.0
11.840929,13.141459,Maiduguri,2013,Armed Assault,1.0
13.05702,5.245744,Sokoto,2013,Armed Assault,1.0
11.974328,8.50026,Kano,2013,Bombing/Explosion,0.0
4.7,5.966667,Logbia,2013,Armed Assault,14.0
10.795341,13.579087,Mildu,2013,Armed Assault,11.0
12.88585,11.93008,Geidam,2013,Armed Assault,0.0
12.639722,8.050278,Ingawa,2013,Armed Assault,0.0
11.151905,12.758704,Damboa,2013,Armed Assault,0.0
12.154659,11.77422,Babban Gida,2013,Armed Assault,9.0
12.674004,13.614794,Monguno,2013,Armed Assault,0.0
9.243093,9.711056,Not Specified,2013,Armed Assault,6.0
9.243093,9.711056,Not Specified,2013,Armed Assault,4.0
10.105542,7.904139,Idon,2013,Armed Assault,1.0
9.052481,7.486828,Abuja,2013,Assassination,0.0
10.506041,7.432823,Kaduna,2013,Armed Assault,2.0
13.1199,13.854959,Baga,2013,Armed Assault,1.0
11.974328,8.50026,Kano,2013,Bombing/Explosion,1.0
8.506456,4.593565,Ilorin,2013,Assassination,1.0
12.109152,13.204651,Mule,2013,Armed Assault,3.0
11.974328,8.50026,Kano,2013,Bombing/Explosion,0.0
6.749169,6.073108,Ekpoma,2013,Assassination,0.0
12.672622,13.61377,Monguno,2013,Bombing/Explosion,20.0
11.840929,13.141459,Maiduguri,2013,Bombing/Explosion,3.0
12.873392,11.042604,Gashua,2013,Armed Assault,3.0
12.873392,11.042604,Gashua,2013,Armed Assault,4.0
11.526846,13.69271,Bama,2013,Hostage Taking (Kidnapping),17.0
9.052727,12.057488,Mayo Belwa,2013,Armed Assault,1.0
4.811368,6.070712,Southern Ijaw district,2013,Hostage Taking (Kidnapping),0.0
12.874731,11.040373,Gashua,2013,Armed Assault,25.0
10.891721,13.640285,Midlu,2013,Armed Assault,11.0
12.151361,9.163184,Ringim,2013,Bombing/Explosion,3.0
12.149179,9.169793,Ringim,2013,Facility/Infrastructure Attack,0.0
12.149011,9.169364,Ringim,2013,Armed Assault,2.0
12.366269,13.828872,Marte,2013,Armed Assault,0.0
11.840929,13.141459,Maiduguri,2013,Hostage Taking (Kidnapping),0.0
11.763937,12.263129,Ngamdu,2013,Armed Assault,4.0
9.988121,13.21649,Jilang,2013,Armed Assault,10.0
7.910992,7.088141,Oguma,2013,Facility/Infrastructure Attack,0.0
11.526846,13.69271,Bama,2013,Armed Assault,16.0
11.526846,13.69271,Bama,2013,Armed Assault,19.0
11.526846,13.69271,Bama,2013,Armed Assault,18.0
11.526846,13.69271,Bama,2013,Armed Assault,18.0
11.526846,13.69271,Bama,2013,Hostage Taking (Kidnapping),0.0
9.616364,8.533091,Zangan Atakar,2013,Armed Assault,0.0
11.526846,13.69271,Bama,2013,Armed Assault,0.0
9.616364,8.533091,Zangan Atakar,2013,Armed Assault,15.0
11.840929,13.141459,Maiduguri,2013,Assassination,1.0
13.036389,8.317778,Daura,2013,Bombing/Explosion,2.0
13.036389,8.317778,Daura,2013,Bombing/Explosion,1.0
13.036389,8.317778,Daura,2013,Bombing/Explosion,1.0
13.036389,8.317778,Daura,2013,Bombing/Explosion,1.0
13.036389,8.317778,Daura,2013,Bombing/Explosion,1.0
13.036389,8.317778,Daura,2013,Bombing/Explosion,1.0
11.840929,13.141459,Maiduguri,2013,Armed Assault,3.0
11.083983,13.693092,Gwoza,2013,Armed Assault,0.0
11.083983,13.693092,Gwoza,2013,Armed Assault,2.0
11.840929,13.141459,Maiduguri,2013,Assassination,1.0
12.125608,13.187573,Not Specified,2013,Hostage Taking (Kidnapping),0.0
13.11151,5.413843,Not Specified,2013,Assassination,1.0
10.51518,7.433712,Kaduna,2013,Bombing/Explosion,0.0
11.840929,13.141459,Maiduguri,2013,Armed Assault,19.0
13.09294,7.950029,Guma,2013,Armed Assault,1.0
7.71197,5.297205,Afao,2013,Assassination,0.0
10.667651,6.533296,Birnin Gwari,2013,Armed Assault,6.0
11.704399,11.088539,Potiskum,2013,Hostage Taking (Kidnapping),5.0
8.474676,6.945069,Abaji,2013,Bombing/Explosion,0.0
7.728784,8.537859,Mballagh,2013,Hostage Taking (Kidnapping),0.0
11.74464,11.970257,Damaturu,2013,Armed Assault,11.0
12.187141,11.706829,Damaturu,2013,Unknown,2.0
11.840929,13.141459,Maiduguri,2013,Armed Assault,9.0
11.840929,13.141459,Maiduguri,2013,Armed Assault,13.0
11.840929,13.141459,Maiduguri,2013,Hostage Taking (Kidnapping),1.0
11.840929,13.141459,Maiduguri,2013,Armed Assault,6.0
11.840929,13.141459,Maiduguri,2013,Unknown,2.0
12.858331,8.64275,Komo,2013,Armed Assault,0.0
12.683333,13.6,Monguno,2013,Armed Assault,25.0
4.790833,6.709167,Ogomokon,2013,Hostage Taking (Kidnapping),0.0
7.25,5.195,Akure,2013,Armed Assault,2.0
11.840929,13.141459,Maiduguri,2013,Facility/Infrastructure Attack,0.0
11.686784,11.182512,Mamudo,2013,Armed Assault,46.0
6.336345,5.62175,Benin,2013,Hostage Taking (Kidnapping),0.0
6.336345,5.62175,Benin,2013,Hostage Taking (Kidnapping),3.0
7.362467,8.843079,Nzorov,2013,Armed Assault,3.0
7.362467,8.843079,Nzorov,2013,Armed Assault,3.0
7.362467,8.843079,Nzorov,2013,Armed Assault,3.0
6.336345,5.62175,Benin,2013,Hostage Taking (Kidnapping),2.0
11.089722,13.688376,Ghwaa,2013,Hostage Taking (Kidnapping),0.0
9.67031,8.512779,Manchok,2013,Armed Assault,2.0
10.999292,10.410744,Darazo,2013,Armed Assault,2.0
10.99967,10.408503,Darazo,2013,Armed Assault,1.0
9.069594,9.94571,Kumbur,2013,Armed Assault,6.0
11.840929,13.141459,Maiduguri,2013,Armed Assault,25.0
11.974328,8.50026,Kano,2013,Bombing/Explosion,12.0
12.023983,8.536398,Kano,2013,Bombing/Explosion,12.0
6.336345,5.62175,Benin,2013,Hostage Taking (Kidnapping),0.0
11.526846,13.69271,Bama,2013,Armed Assault,18.0
13.61817,13.26524,Abadam,2013,Bombing/Explosion,17.0
6.58356,3.293578,Akowonjo,2013,Facility/Infrastructure Attack,0.0
11.933532,13.603807,Ngom,2013,Armed Assault,12.0
11.655408,13.412932,Konduga,2013,Armed Assault,44.0
11.151905,12.758704,Damboa,2013,Armed Assault,4.0
11.151905,12.758704,Damboa,2013,Armed Assault,4.0
11.151905,12.758704,Damboa,2013,Armed Assault,3.0
11.151905,12.758704,Damboa,2013,Armed Assault,0.0
6.336345,5.62175,Benin,2013,Hostage Taking (Kidnapping),0.0
6.336345,5.62175,Benin,2013,Hostage Taking (Kidnapping),0.0
13.1199,13.854959,Baga,2013,Armed Assault,35.0
10.324286,7.6833,Kajuru,2013,Armed Assault,3.0
12.359468,14.210929,Gamboru,2013,Armed Assault,4.0
11.083983,13.693092,Gwoza,2013,Armed Assault,9.0
11.526846,13.69271,Bama,2013,Armed Assault,18.0
4.784821,7.005453,Port Harcourt,2013,Assassination,0.0
13.042406,12.544145,Damasak,2013,Armed Assault,6.0
12.673083,13.614193,Monguno,2013,Armed Assault,24.0
6.466445,3.283514,Festac Town,2013,Hostage Taking (Kidnapping),3.0
9.716667,8.85,Kuru,2013,Armed Assault,6.0
12.15,13.91667,Kaga,2013,Armed Assault,17.0
7.30283,7.03817,Ofu,2013,Hostage Taking (Kidnapping),0.0
12.486937,13.2086,Gajiram,2013,Armed Assault,15.0
11.655408,13.412932,Konduga,2013,Armed Assault,5.0
11.298659,13.672606,Bulabulin Ngabura,2013,Hostage Taking (Kidnapping),8.0
11.80378,12.49035,Beni Shiek,2013,Armed Assault,17.0
10.4,6.616667,Bakura district,2013,Armed Assault,1.0
8.73333,12.06667,Lala,2013,Armed Assault,2.0
11.80378,12.49035,Beni Shiek,2013,Armed Assault,142.0
8.906292,8.408493,Akwanga,2013,Armed Assault,12.0
8.841312,7.876325,Keffi,2013,Assassination,0.0
11.247069,12.01246,Buni Yadi,2013,Armed Assault,0.0
11.3863,12.9111,Bulabulin,2013,Armed Assault,20.0
11.840929,13.141459,Gamboru,2013,Armed Assault,6.0
11.866269,11.069762,Nangere,2013,Bombing/Explosion,3.0
12.359468,14.210929,Gambaru,2013,Armed Assault,21.0
9.62948,8.531306,Zangang,2013,Armed Assault,11.0
11.645,12.451389,Makintamari,2013,Armed Assault,4.0
11.501058,11.93338,Gujba,2013,Armed Assault,40.0
11.808727,12.495786,Benisheik,2013,Armed Assault,7.0
11.539238,13.038453,Not Specified,2013,Armed Assault,1.0
4.746253,7.036402,Port Harcourt,2013,Hostage Taking (Kidnapping),0.0
11.151905,12.758704,Damboa,2013,Armed Assault,13.0
11.151905,12.758704,Damboa,2013,Armed Assault,7.0
10.516667,7.433333,Kaduna,2013,Armed Assault,1.0
11.083983,13.693092,Gwoza,2013,Armed Assault,1.0
11.083983,13.693092,Gwoza,2013,Armed Assault,1.0
4.99086,8.278222,Creek Town,2013,Hostage Taking (Kidnapping),0.0
11.526846,13.69271,Bama,2013,Bombing/Explosion,14.0
